Date,Disease_Name,Cases,Deaths,Area,,,,
27 June 14,Cholera,243,65,China,,,,
24 June 14,Cholera,380,55,China,,,,
18 June 14,Cholera,160,44,China,,,,
10 June 14,Cholera,925,13,China,,,,
28 May 14,Cholera,356,28,China,,,,
22 May 14,Cholera,947,16,China,,,,
15 May 14,Cholera,719,38,China,,,,
1 May 14,Cholera,962,44,China,,,,
24 April 14,Cholera,976,33,China,,,,
16 April 14,Cholera,922,20,China,,,,
15 April 14,Cholera,161,9,China,,,,
14 April 14,Cholera,350,68,China,,,,
11 April 14,Cholera,246,91,China,,,,
10 April 14,Cholera,991,1,China,,,,
8 April 14,Cholera,773,61,China,,,,
8 April 14,Cholera,34,75,China,,,,
4 April 14,Cholera,481,40,China,,,,
3 April 14,Cholera,23,33,China,,,,
28 March 14,Cholera,696,94,China,,,,
27 March 14,Cholera,8,31,China,,,,
20 March 14,Cholera,601,71,Cambodia,,,,
20 March 14,Cholera,72,1,Indonesia,,,,
17 March 14,Cholera,589,77,Indonesia,,,,
11 March 14,Cholera,355,19,Egypt,,,,
11 March 14,Cholera,824,36,China,,,,
10 March 14,Cholera,844,19,Hong Kong Special Administrative Region,,,,
7 March 14,Cholera,311,31,Hong Kong,,,,
5 March 14,Cholera,987,95,Cambodia,,,,
3 March 14,Cholera,833,73,Indonesia,,,,
27 February 14,Cholera,133,89,Egypt,,,,
27 February 14,Cholera,806,88,Cambodia,,,,
24 February 14,Cholera,48,60,Egypt,,,,
18 February 14,Cholera,920,42,Indonesia,,,,
17 February 14,Cholera,889,12,Egypt,,,,
17 February 14,Cholera,272,28,Indonesia,,,,
14 February 14,Cholera,850,24,Viet Nam,,,,
11 February 14,Cholera,104,56,Bangladesh,,,,
10 February 14,Cholera,787,91,Viet Nam,,,,
7 February 14,Cholera,949,48,Bangladesh,,,,
5 February 14,Cholera,80,53,Indonesia,,,,
5 February 14,Cholera,192,14,Egypt,,,,
4 February 14,Cholera,955,97,Egypt,,,,
3 February 14,Cholera,226,88,Egypt,,,,
1 February 14,Cholera,13,72,Indonesia,,,,
31 January 14,Cholera,894,43,Viet Nam,,,,
30 January 14,Cholera,22,99,China,,,,
29 January 14,Cholera,969,29,Viet Nam,,,,
27 January 14,Cholera,575,17,Indonesia,,,,
25 January 14,Cholera,966,89,Egypt,,,,
23 January 14,Cholera,724,30,Cambodia,,,,
22 January 14,Cholera,639,44,Indonesia,,,,
20 January 14,Cholera,222,2,Egypt,,,,
20 January 14,Cholera,495,39,China,,,,
17 January 14,Cholera,0,65,Egypt,,,,
16 January 14,Cholera,871,63,Egypt,,,,
15 January 14,Cholera,3,92,Egypt,,,,
14 January 14,Cholera,297,70,the United States of America,,,,
13 January 14,Cholera,502,66,Indonesia,,,,
10 January 14,Cholera,881,68,Egypt,,,,
9 January 14,Cholera,629,45,Indonesia,,,,
9 January 14,Cholera,244,40,Indonesia,,,,
7 January 14,Cholera,828,32,Cambodia,,,,
6 January 14,Cholera,37,68,Egypt,,,,
17 December 13,Cholera,873,92,Cambodia,,,,
10 December 13,Cholera,921,93,Egypt,,,,
6 November 13,Cholera,341,1,Egypt,,,,
24 October 13,Cholera,764,67,Cambodia,,,,
16 October 13,Cholera,46,18,Indonesia,,,,
11 August 13,Cholera,748,41,Egypt,,,,
20 July 13,Cholera,855,2,Indonesia,,,,
4 July 13,Cholera,800,73,Egypt,,,,
29 May 13,Cholera,997,18,Cambodia,,,,
17 May 13,Cholera,479,19,Bangladesh,,,,
8 May 13,Cholera,586,92,Egypt,,,,
7 May 13,Cholera,893,23,Cambodia,,,,
2 May 13,Cholera,135,9,Egypt,,,,
29 April 13,Cholera,739,66,Indonesia,,,,
25 April 13,Cholera,181,40,Egypt,,,,
23 April 13,Cholera,937,63,Indonesia,,,,
22 April 13,Cholera,762,93,Bangladesh,,,,
21 April 13,Cholera,230,96,Egypt,,,,
20 April 13,Cholera,450,21,Indonesia,,,,
19 April 13,Cholera,10,22,Egypt,,,,
18 April 13,Cholera,536,90,Egypt,,,,
17 April 13,Cholera,421,99,Indonesia,,,,
16 April 13,Cholera,872,13,Egypt,,,,
15 April 13,Cholera,869,23,Cambodia,,,,
14 April 13,Cholera,999,72,Cambodia,,,,
13 April 13,Cholera,636,26,Egypt,,,,
12 April 13,Cholera,555,31,Egypt,,,,
11 April 13,Cholera,685,32,Egypt,,,,
10 April 13,Cholera,752,81,Egypt,,,,
9 April 13,Cholera,760,10,Egypt,,,,
7 April 13,Cholera,340,95,Indonesia,,,,
6 April 13,Cholera,504,38,Egypt,,,,
5 April 13,Cholera,669,88,China,,,,
4 April 13,Cholera,324,37,Hong Kong Special Administrative Region,,,,
3 April 13,Cholera,528,25,Hong Kong,,,,
1 April 13,Cholera,445,41,Indonesia,,,,
1 February 13,Cholera,212,18,Egypt,,,,
10 August 12,Cholera,839,61,Egypt,,,,
6 July 12,Cholera,739,86,Indonesia,,,,
7 June 12,Cholera,470,78,Egypt,,,,
5 June 12,Cholera,957,47,Indonesia,,,,
29 May 12,Cholera,210,94,Indonesia,,,,
2 May 12,Cholera,742,84,China,,,,
12 April 12,Cholera,639,4,Indonesia,,,,
5 April 12,Cholera,329,41,Cambodia,,,,
2 April 12,Cholera,301,56,Viet Nam,,,,
26 March 12,Cholera,314,14,Egypt,,,,
19 March 12,Cholera,758,64,Egypt,,,,
12 March 12,Cholera,908,11,Viet Nam,,,,
12 March 12,Cholera,666,52,Viet Nam,,,,
7 March 12,Cholera,217,25,Egypt,,,,
5 March 12,Cholera,357,53,Viet Nam,,,,
2 March 12,Cholera,497,25,Egypt,,,,
1 March 12,Cholera,905,84,Egypt,,,,
28 February 12,Cholera,402,10,Indonesia,,,,
24 February 12,Cholera,87,65,Egypt,,,,
22 February 12,Cholera,422,4,Egypt,,,,
21 February 12,Cholera,746,13,Egypt,,,,
8 February 12,Cholera,684,44,Egypt,,,,
24 January 12,Cholera,20,31,Cambodia,,,,
20 January 12,Cholera,519,48,Viet Nam,,,,
19 January 12,Cholera,747,59,Egypt,,,,
19 January 12,Cholera,509,0,Egypt,,,,
16 January 12,Cholera,190,8,Egypt,,,,
11 January 12,Cholera,413,72,Egypt,,,,
5 January 12,Cholera,528,23,Egypt,,,,
5 January 12,Cholera,830,21,Egypt,,,,
21 December 11,Cholera,607,81,Egypt,,,,
15 December 11,Cholera,879,19,Egypt,,,,
29 November 11,Cholera,627,86,Egypt,,,,
24 November 11,Cholera,44,77,Egypt,,,,
15 November 11,Cholera,634,99,Egypt,,,,
2 November 11,Cholera,5,48,Viet Nam,,,,
26 October 11,Cholera,723,57,Egypt,,,,
10 October 11,Cholera,192,21,Egypt,,,,
19 August 11,Cholera,728,41,Egypt,,,,
9 August 11,Cholera,596,7,Egypt,,,,
2 August 11,Cholera,824,40,Egypt,,,,
22 June 11,Cholera,444,81,Viet Nam,,,,
16 June 11,Cholera,175,9,Egypt,,,,
10 June 11,Cholera,601,66,Egypt,,,,
3 June 11,Cholera,676,87,Egypt,,,,
1 June 11,Cholera,818,64,Egypt,,,,
13 May 11,Cholera,764,70,Egypt,,,,
21 April 11,Cholera,120,80,Viet Nam,,,,
21 April 11,Cholera,369,13,Viet Nam,,,,
11 April 11,Cholera,801,86,Viet Nam,,,,
11 April 11,Cholera,249,25,Viet Nam,,,,
11 April 11,Cholera,524,43,Egypt,,,,
6 April 11,Cholera,8,30,Egypt,,,,
1 April 11,Cholera,180,1,China,,,,
29 March 11,Cholera,395,44,China,,,,
25 March 11,Cholera,679,87,Egypt,,,,
16 March 11,Cholera,319,65,China,,,,
15 March 11,Cholera,541,41,Indonesia,,,,
14 March 11,Cholera,555,80,China,,,,
10 March 11,Cholera,854,39,Egypt,,,,
7 March 11,Cholera,824,39,Viet Nam,,,,
2 March 11,Cholera,585,67,China,,,,
28 February 11,Cholera,70,64,Viet Nam,,,,
25 February 11,Cholera,726,29,Egypt,,,,
9 February 11,Cholera,620,14,Cambodia,,,,
2 February 11,Cholera,82,29,Indonesia,,,,
20 January 11,Cholera,172,63,Indonesia,,,,
13 January 11,Cholera,908,18,Indonesia,,,,
5 January 11,Cholera,449,11,Bangladesh,,,,
29 December 10,Cholera,110,3,Indonesia,,,,
9 December 10,Cholera,569,56,Egypt,,,,
8 December 10,Cholera,506,32,Egypt,,,,
19 November 10,Cholera,770,34,Egypt,,,,
18 October 10,Cholera,976,83,Pakistan,,,,
31 August 10,Cholera,953,12,Indonesia,,,,
12 August 10,Cholera,976,46,Viet Nam,,,,
3 August 10,Cholera,420,71,Egypt,,,,
29 July 10,Cholera,527,13,Egypt,,,,
22 July 10,Cholera,536,47,Egypt,,,,
5 July 10,Cholera,250,74,Egypt,,,,
8 June 10,Cholera,166,22,Viet Nam,,,,
6 May 10,Cholera,255,96,China,,,,
4 May 10,Cholera,712,36,China,,,,
21 April 10,Cholera,260,67,Indonesia,,,,
9 April 10,Cholera,872,12,Viet Nam,,,,
30 March 10,Cholera,1,44,China,,,,
29 March 10,Cholera,789,10,Viet Nam,,,,
16 March 10,Cholera,862,53,Indonesia,,,,
12 March 10,Cholera,209,43,Indonesia,,,,
4 March 10,Cholera,585,95,Indonesia,,,,
4 March 10,Cholera,832,35,Indonesia,,,,
17 February 10,Cholera,930,65,Indonesia,,,,
12 February 10,Cholera,6,40,Indonesia,,,,
10 February 10,Cholera,491,80,Viet Nam,,,,
8 February 10,Cholera,241,99,Indonesia,,,,
28 January 10,Cholera,608,39,Indonesia,,,,
21 December 09,Cholera,513,35,Indonesia,,,,
18 December 09,Cholera,187,57,Indonesia,,,,
11 December 09,Cholera,947,16,Indonesia,,,,
27 November 09,Cholera,815,70,Egypt,,,,
20 November 09,Cholera,658,35,Egypt,,,,
24 September 09,Cholera,692,35,Egypt,,,,
31 August 09,Cholera,168,18,Viet Nam,,,,
11 August 09,Cholera,533,77,Pakistan,,,,
1 July 09,Cholera,322,52,Indonesia,,,,
2 June 09,Cholera,900,33,Egypt,,,,
1 June 09,Cholera,322,27,Indonesia,,,,
28 May 09,Cholera,188,88,Pakistan,,,,
22 May 09,Cholera,96,72,MyanMarch,,,,
15 May 09,Cholera,395,98,Indonesia,,,,
6 May 09,Cholera,242,30,Indonesia,,,,
6 May 09,Cholera,48,29,China,,,,
23 April 09,Cholera,445,4,China,,,,
21 April 09,Cholera,480,93,Indonesia,,,,
17 April 09,Cholera,705,97,Indonesia,,,,
8 April 09,Cholera,469,25,Indonesia,,,,
8 April 09,Cholera,627,57,Indonesia,,,,
30 March 09,Cholera,865,24,Indonesia,,,,
23 March 09,Cholera,754,29,Indonesia,,,,
11 March 09,Cholera,927,35,Indonesia,,,,
10 March 09,Cholera,354,8,Indonesia,,,,
2 March 09,Cholera,581,7,Indonesia,,,,
27 February 09,Cholera,253,74,Viet Nam,,,,
24 February 09,Cholera,475,45,Indonesia,,,,
18 February 09,Cholera,411,33,Indonesia,,,,
11 February 09,Cholera,5,98,Indonesia,,,,
9 February 09,Cholera,371,26,Egypt,,,,
5 February 09,Cholera,75,88,Indonesia,,,,
2 February 09,Cholera,243,45,Viet Nam  ,,,,
27 January 09,Cholera,499,32,Indonesia,,,,
26 January 09,Cholera,588,95,Egypt,,,,
24 January 09,Cholera,295,55,Indonesia,,,,
22 January 09,Cholera,405,87,Egypt,,,,
19 January 09,Cholera,943,87,Egypt,,,,
14 January 09,Cholera,413,9,Indonesia,,,,
11 January 09,Cholera,810,52,China,,,,
7 January 09,Cholera,488,90,the United Kingdom,,,,
7 January 09,Cholera,739,83,Indonesia,,,,
16 December 08,Cholera,712,0,China,,,,
12 December 08,Cholera,712,84,the United Kingdom,,,,
9 December 08,Cholera,201,27,Indonesia,,,,
10 September 08,Cholera,407,34,Indonesia,,,,
19 June 08,Cholera,922,75,Egypt,,,,
28 May 08,Cholera,488,10,Cambodia,,,,
30 April 08,Cholera,859,2,Egypt,,,,
17 April 08,Cholera,408,76,Egypt,,,,
15 April 08,Cholera,817,9,China,,,,
8 April 08,Cholera,716,33,Egypt,,,,
3 April 08,Cholera,386,97,Egypt,,,,
2 April 08,Cholera,696,40,Egypt,,,,
18 March 08,Cholera,609,13,Egypt,,,,
11 March 08,Cholera,106,12,Lao People's Democratic Republic,,,,
5 March 08,Cholera,223,30,Egypt,,,,
4 March 08,Cholera,772,69,Egypt,,,,
28 February 08,Cholera,975,41,Lao People's Democratic Republic,,,,
26 February 08,Cholera,648,7,China,,,,
26 February 08,Cholera,418,96,Egypt,,,,
22 February 08,Cholera,740,78,Lao People's Democratic Republic,,,,
21 February 08,Cholera,290,85,Egypt,,,,
21 February 08,Cholera,441,67,Egypt,,,,
20 February 08,Cholera,375,79,Egypt,,,,
15 February 08,Cholera,216,71,Egypt,,,,
12 February 08,Cholera,840,39,Nigeria,,,,
5 February 08,Cholera,231,71,Nigeria,,,,
1 February 08,Cholera,762,60,Indonesia,,,,
30 January 08,Cholera,445,64,Indonesia,,,,
29 January 08,Cholera,4,37,Egypt,,,,
24 January 08,Cholera,454,80,Egypt,,,,
24 January 08,Cholera,711,38,Indonesia,,,,
23 January 08,Cholera,747,87,Indonesia,,,,
21 January 08,Cholera,239,71,Indonesia,,,,
18 January 08,Cholera,691,93,China,,,,
15 January 08,Cholera,795,9,Indonesia,,,,
11 January 08,Cholera,409,49,Egypt,,,,
3 January 08,Cholera,415,47,Indonesia,,,,
2 January 08,Cholera,184,22,Indonesia,,,,
28 December 07,Cholera,51,91,Egypt,,,,
28 December 07,Cholera,350,21,Indonesia,,,,
27 December 07,Cholera,189,39,Egypt,,,,
26 December 07,Cholera,68,85,Indonesia,,,,
26 December 07,Cholera,680,18,Indonesia,,,,
18 December 07,Cholera,267,81,Indonesia,,,,
15 December 07,Cholera,546,34,Thailand,,,,
14 December 07,Cholera,821,50,Indonesia,,,,
13 December 07,Cholera,374,66,Iraq,,,,
12 December 07,Cholera,172,70,Indonesia,,,,
9 December 07,Cholera,841,78,Indonesia,,,,
4 December 07,Cholera,394,39,Indonesia,,,,
12 November 07,Cholera,356,94,Indonesia,,,,
5 November 07,Cholera,750,72,Indonesia,,,,
31 October 07,Cholera,107,88,China,,,,
25 October 07,Cholera,107,29,Indonesia,,,,
17 October 07,Cholera,991,44,Indonesia,,,,
12 October 07,Cholera,889,81,China,,,,
8 October 07,Cholera,508,88,Indonesia,,,,
2 October 07,Cholera,77,42,Thailand,,,,
10 September 07,Cholera,718,67,Thailand,,,,
31 August 07,Cholera,269,39,Indonesia,,,,
23 August 07,Cholera,560,40,Indonesia,,,,
16 August 07,Cholera,925,76,Indonesia,,,,
14 August 07,Cholera,72,69,H5N1,,,,
25 July 07,Cholera,183,22,Indonesia,,,,
11 July 07,Cholera,877,59,China,,,,
29 June 07,Cholera,277,22,Indonesia,,,,
25 June 07,Cholera,262,21,Indonesia,,,,
25 June 07,Cholera,839,70,Indonesia,,,,
15 June 07,Cholera,875,24,Indonesia,,,,
12 June 07,Cholera,708,38,Indonesia,,,,
11 June 07,Cholera,903,85,Indonesia,,,,
6 June 07,Cholera,520,45,Indonesia,,,,
4 June 07,Cholera,968,27,Indonesia,,,,
4 June 07,Cholera,294,94,Egypt,,,,
31 May 07,Cholera,858,29,Indonesia,,,,
30 May 07,Cholera,497,90,Djibouti,,,,
29 May 07,Cholera,295,33,Indonesia,,,,
24 May 07,Cholera,171,61,Egypt,,,,
16 May 07,Cholera,436,79,Egypt,,,,
11 April 07,Cholera,87,37,China,,,,
10 April 07,Cholera,166,49,Egypt,,,,
10 April 07,Cholera,910,42,China,,,,
2 April 07,Cholera,409,43,China,,,,
29 March 07,Cholera,674,78,Indonesia,,,,
28 March 07,Cholera,78,90,Egypt,,,,
27 March 07,Cholera,996,26,Indonesia,,,,
20 March 07,Cholera,829,39,AzerbaiJanuary,,,,
19 March 07,Cholera,933,50,Egypt,,,,
16 March 07,Cholera,245,18,Egypt,,,,
15 March 07,Cholera,877,78,Egypt,,,,
12 March 07,Cholera,443,18,AzerbaiJanuary,,,,
8 March 07,Cholera,300,5,Egypt,,,,
1 March 07,Cholera,331,25,AzerbaiJanuary,,,,
1 March 07,Cholera,637,54,AzerbaiJanuary,,,,
27 February 07,Cholera,959,11,Germany,,,,
19 February 07,Cholera,32,71,Nigeria,,,,
16 February 07,Cholera,937,35,H5N1,,,,
15 February 07,Cholera,907,27,Niger,,,,
6 February 07,Cholera,662,56,Nigeria,,,,
22 February 18,Cholera,602,2,China,,,,
26 October 17,Cholera,78,0,China,,,,
13 September 17,Cholera,517,89,China,,,,
5 September 17,Cholera,507,51,China,,,,
7 August 17,Cholera,987,4,China,,,,
19 July 17,Cholera,486,80,China,,,,
28 June 17,Cholera,381,28,China,,,,
8 June 17,Cholera,332,74,China,,,,
23 May 17,Cholera,720,16,China,,,,
18 May 17,Cholera,884,31,China,,,,
9 May 17,Cholera,681,28,China,,,,
1 May 17,Cholera,860,0,China,,,,
20 April 17,Cholera,80,10,China,,,,
18 April 17,Cholera,331,31,China,,,,
5 April 17,Cholera,433,27,China,,,,
3 April 17,Cholera,910,94,China,,,,
23 March 17,Cholera,317,33,China,,,,
16 March 17,Cholera,643,94,China,,,,
15 March 17,Cholera,187,92,China,,,,
27 February 17,Cholera,465,16,China,,,,
22 February 17,Cholera,459,41,China,,,,
20 February 17,Cholera,856,44,China,,,,
18 January 17,Cholera,248,95,China,,,,
17 January 17,Cholera,511,42,China,,,,
3 January 17,Cholera,37,35,China,,,,
23 December 16,Cholera,185,65,China,,,,
19 December 16,Cholera,263,3,China,,,,
19 December 16,Cholera,676,79,China,,,,
7 December 16,Cholera,476,30,China,,,,
17 November 16,Cholera,259,30,China,,,,
17 August 16,Cholera,678,65,China,,,,
22 July 16,Cholera,558,74,China,,,,
1 July 16,Cholera,253,84,China,,,,
8 June 16,Cholera,341,74,China,,,,
17 May 16,Cholera,816,32,China,,,,
10 May 16,Cholera,719,82,China,,,,
6 May 16,Cholera,301,59,China,,,,
3 May 16,Cholera,841,83,China,,,,
26 April 16,Cholera,251,62,China,,,,
29 March 16,Cholera,966,22,China,,,,
23 March 16,Cholera,839,29,China,,,,
23 March 16,Cholera,13,48,China,,,,
25 February 16,Cholera,254,96,China,,,,
10 February 16,Cholera,811,26,China,,,,
26 January 16,Cholera,285,24,China,,,,
19 January 16,Cholera,769,67,China,,,,
11 January 16,Cholera,557,18,China,,,,
4 January 16,Cholera,985,95,China,,,,
17 December 15,Cholera,166,65,China,,,,
13 November 15,Cholera,992,71,China,,,,
19 October 15,Cholera,698,40,China,,,,
18 July 15,Cholera,159,78,China,,,,
14 July 15,Cholera,427,7,China,,,,
15 June 15,Cholera,366,6,China,,,,
14 May 15,Cholera,607,95,China,,,,
15 April 15,Cholera,481,72,China,,,,
11 March 15,Cholera,179,80,China,,,,
26 February 15,Cholera,647,69,China,,,,
12 February 15,Cholera,786,11,China,,,,
8 February 15,Cholera,927,36,China,,,,
1 February 15,Cholera,531,27,China,,,,
27 January 15,Cholera,619,78,China,,,,
19 January 15,Cholera,577,66,China,,,,
30 December 14,Cholera,103,98,China,,,,
28 December 14,Cholera,483,85,China,,,,
24 December 14,Cholera,575,38,China,,,,
18 November 14,Cholera,66,80,China,,,,
29 October 14,Cholera,555,25,A(H5N1,,,,
4 September 14,Cholera,9,88,China,,,,
27 June 14,Cholera,706,19,China,,,,
24 June 14,Cholera,503,56,China,,,,
18 June 14,Cholera,386,59,China,,,,
10 June 14,Cholera,302,19,China,,,,
28 May 14,Cholera,484,55,China,,,,
22 May 14,Cholera,989,19,China,,,,
15 May 14,Cholera,340,5,China,,,,
1 May 14,Cholera,93,92,China,,,,
24 April 14,Cholera,173,93,China,,,,
16 April 14,Cholera,332,89,China,,,,
15 April 14,Cholera,887,75,China,,,,
14 April 14,Cholera,690,80,China,,,,
11 April 14,Cholera,896,11,China,,,,
10 April 14,Cholera,286,25,China,,,,
8 April 14,Cholera,489,58,China,,,,
8 April 14,Cholera,887,70,China,,,,
4 April 14,Cholera,795,30,China,,,,
3 April 14,Cholera,471,85,China,,,,
28 March 14,Cholera,627,90,China,,,,
27 March 14,Cholera,199,54,China,,,,
20 March 14,Cholera,838,62,Cambodia,,,,
20 March 14,Cholera,539,15,Indonesia,,,,
17 March 14,Cholera,263,70,Indonesia,,,,
11 March 14,Cholera,287,87,Egypt,,,,
11 March 14,Cholera,267,73,China,,,,
10 March 14,Cholera,249,94,Hong Kong Special Administrative Region,,,,
7 March 14,Cholera,84,51,Hong Kong,,,,
5 March 14,Cholera,74,33,Cambodia,,,,
3 March 14,Cholera,250,77,Indonesia,,,,
27 February 14,Cholera,509,55,Egypt,,,,
27 February 14,Cholera,697,5,Cambodia,,,,
24 February 14,Cholera,695,99,Egypt,,,,
18 February 14,Cholera,462,70,Indonesia,,,,
17 February 14,Cholera,209,91,Egypt,,,,
17 February 14,Cholera,707,27,Indonesia,,,,
14 February 14,Cholera,895,36,Viet Nam,,,,
11 February 14,Cholera,418,18,Bangladesh,,,,
10 February 14,Cholera,521,59,Viet Nam,,,,
7 February 14,Cholera,821,76,Bangladesh,,,,
5 February 14,Cholera,851,88,Indonesia,,,,
5 February 14,Cholera,572,72,Egypt,,,,
4 February 14,Cholera,407,21,Egypt,,,,
3 February 14,Cholera,135,5,Egypt,,,,
1 February 14,Cholera,685,49,Indonesia,,,,
31 January 14,Cholera,335,17,Viet Nam,,,,
30 January 14,Cholera,561,54,China,,,,
29 January 14,Cholera,861,54,Viet Nam,,,,
27 January 14,Cholera,760,81,Indonesia,,,,
25 January 14,Cholera,881,17,Egypt,,,,
23 January 14,Cholera,372,2,Cambodia,,,,
22 January 14,Cholera,598,53,Indonesia,,,,
20 January 14,Cholera,899,82,Egypt,,,,
20 January 14,Cholera,61,82,China,,,,
17 January 14,Cholera,348,11,Egypt,,,,
16 January 14,Cholera,474,0,Egypt,,,,
15 January 14,Cholera,981,28,Egypt,,,,
14 January 14,Cholera,680,81,the United States of America,,,,
13 January 14,Cholera,722,28,Indonesia,,,,
10 January 14,Cholera,245,64,Egypt,,,,
9 January 14,Cholera,476,64,Indonesia,,,,
9 January 14,Cholera,715,85,Indonesia,,,,
7 January 14,Cholera,604,72,Cambodia,,,,
6 January 14,Cholera,749,25,Egypt,,,,
17 December 13,Cholera,712,37,Cambodia,,,,
10 December 13,Cholera,902,93,Egypt,,,,
6 November 13,Cholera,626,36,Egypt,,,,
24 October 13,Cholera,865,79,Cambodia,,,,
16 October 13,Cholera,517,24,Indonesia,,,,
11 August 13,Cholera,725,30,Egypt,,,,
20 July 13,Cholera,88,0,Indonesia,,,,
4 July 13,Cholera,73,40,Egypt,,,,
29 May 13,Cholera,124,86,Cambodia,,,,
17 May 13,Cholera,380,14,Bangladesh,,,,
8 May 13,Cholera,644,95,Egypt,,,,
7 May 13,Cholera,26,71,Cambodia,,,,
2 May 13,Cholera,653,69,Egypt,,,,
29 April 13,Cholera,877,50,Indonesia,,,,
25 April 13,Cholera,788,53,Egypt,,,,
23 April 13,Cholera,408,80,Indonesia,,,,
22 April 13,Cholera,902,95,Bangladesh,,,,
21 April 13,Cholera,78,72,Egypt,,,,
20 April 13,Cholera,206,11,Indonesia,,,,
19 April 13,Cholera,178,83,Egypt,,,,
18 April 13,Cholera,934,80,Egypt,,,,
17 April 13,Cholera,105,84,Indonesia,,,,
16 April 13,Cholera,775,43,Egypt,,,,
15 April 13,Cholera,774,51,Cambodia,,,,
14 April 13,Cholera,474,15,Cambodia,,,,
13 April 13,Cholera,992,9,Egypt,,,,
12 April 13,Cholera,599,14,Egypt,,,,
11 April 13,Cholera,583,76,Egypt,,,,
10 April 13,Cholera,989,68,Egypt,,,,
9 April 13,Cholera,274,43,Egypt,,,,
7 April 13,Cholera,177,67,Indonesia,,,,
6 April 13,Cholera,83,46,Egypt,,,,
5 April 13,Cholera,613,49,China,,,,
4 April 13,Cholera,613,68,Hong Kong Special Administrative Region,,,,
3 April 13,Cholera,747,80,Hong Kong,,,,
1 April 13,Cholera,163,68,Indonesia,,,,
1 February 13,Cholera,202,30,Egypt,,,,
10 August 12,Cholera,823,60,Egypt,,,,
6 July 12,Cholera,754,52,Indonesia,,,,
7 June 12,Cholera,901,11,Egypt,,,,
5 June 12,Cholera,236,82,Indonesia,,,,
29 May 12,Cholera,401,5,Indonesia,,,,
2 May 12,Cholera,826,15,China,,,,
12 April 12,Cholera,250,70,Indonesia,,,,
5 April 12,Cholera,839,41,Cambodia,,,,
2 April 12,Cholera,186,41,Viet Nam,,,,
26 March 12,Cholera,296,18,Egypt,,,,
19 March 12,Cholera,139,69,Egypt,,,,
12 March 12,Cholera,782,58,Viet Nam,,,,
12 March 12,Cholera,380,57,Viet Nam,,,,
7 March 12,Cholera,456,38,Egypt,,,,
5 March 12,Cholera,162,62,Viet Nam,,,,
2 March 12,Cholera,529,93,Egypt,,,,
1 March 12,Cholera,817,54,Egypt,,,,
28 February 12,Cholera,361,61,Indonesia,,,,
24 February 12,Cholera,357,36,Egypt,,,,
22 February 12,Cholera,881,82,Egypt,,,,
21 February 12,Cholera,706,92,Egypt,,,,
8 February 12,Cholera,855,40,Egypt,,,,
24 January 12,Cholera,3,13,Cambodia,,,,
20 January 12,Cholera,6,2,Viet Nam,,,,
19 January 12,Cholera,721,36,Egypt,,,,
19 January 12,Cholera,960,21,Egypt,,,,
16 January 12,Cholera,290,3,Egypt,,,,
11 January 12,Cholera,994,39,Egypt,,,,
5 January 12,Cholera,493,38,Egypt,,,,
5 January 12,Cholera,776,8,Egypt,,,,
21 December 11,Cholera,38,0,Egypt,,,,
15 December 11,Cholera,464,96,Egypt,,,,
29 November 11,Cholera,517,58,Egypt,,,,
24 November 11,Cholera,951,84,Egypt,,,,
15 November 11,Cholera,613,9,Egypt,,,,
2 November 11,Cholera,579,40,Viet Nam,,,,
26 October 11,Cholera,440,20,Egypt,,,,
10 October 11,Cholera,194,89,Egypt,,,,
19 August 11,Cholera,756,35,Egypt,,,,
9 August 11,Cholera,254,23,Egypt,,,,
2 August 11,Cholera,762,87,Egypt,,,,
22 June 11,Cholera,691,55,Viet Nam,,,,
16 June 11,Cholera,721,93,Egypt,,,,
10 June 11,Cholera,463,38,Egypt,,,,
3 June 11,Cholera,242,37,Egypt,,,,
1 June 11,Cholera,691,62,Egypt,,,,
13 May 11,Cholera,663,67,Egypt,,,,
21 April 11,Cholera,991,0,Viet Nam,,,,
21 April 11,Cholera,632,83,Viet Nam,,,,
11 April 11,Cholera,106,69,Viet Nam,,,,
11 April 11,Cholera,620,31,Viet Nam,,,,
11 April 11,Cholera,886,65,Egypt,,,,
6 April 11,Cholera,288,69,Egypt,,,,
1 April 11,Cholera,681,9,China,,,,
29 March 11,Cholera,511,37,China,,,,
25 March 11,Cholera,891,85,Egypt,,,,
16 March 11,Cholera,371,49,China,,,,
15 March 11,Cholera,930,79,Indonesia,,,,
14 March 11,Cholera,645,83,China,,,,
10 March 11,Cholera,235,63,Egypt,,,,
7 March 11,Cholera,315,36,Viet Nam,,,,
2 March 11,Cholera,80,91,China,,,,
28 February 11,Cholera,223,55,Viet Nam,,,,
25 February 11,Cholera,847,50,Egypt,,,,
9 February 11,Cholera,586,78,Cambodia,,,,
2 February 11,Cholera,976,69,Indonesia,,,,
20 January 11,Cholera,598,91,Indonesia,,,,
13 January 11,Cholera,994,12,Indonesia,,,,
5 January 11,Cholera,66,72,Bangladesh,,,,
29 December 10,Cholera,666,81,Indonesia,,,,
9 December 10,Cholera,865,21,Egypt,,,,
8 December 10,Cholera,461,92,Egypt,,,,
19 November 10,Cholera,134,38,Egypt,,,,
18 October 10,Cholera,841,0,Pakistan,,,,
31 August 10,Cholera,86,24,Indonesia,,,,
12 August 10,Cholera,720,86,Viet Nam,,,,
3 August 10,Cholera,249,30,Egypt,,,,
29 July 10,Cholera,581,10,Egypt,,,,
